epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,388.335,1.03421,4.90505,1.60853,0.00648,0.875,0.21339,0.13795,1.59466,12.8244,2.79534,0.000408333,0.000408333,0.000408333
2,769.285,1.09767,3.76254,1.65647,0.27728,0.10833,0.0191,0.00623,2.93077,14.7223,3.98742,0.000820916,0.000820916,0.000820916
